"ADDRESSS" "name"
"2583" "507 PENNSYLVANIA AVENUE 11207" "NEW CROWN CHICKEN & BISCUIT"
"2584" "507 PINE ST 11208" "DAVE'S II JAMAICAN RESTAURANT"
"2585" "507 SEGUINE AVENUE 10309" "LILY REDS"
"2586" "507-509 AVENUE P 11223" "PESCADA"
"2587" "507509 9 AVENUE 10018" "IL PUNTO RISTORANTE"
"2588" "507A EAST 163 STREET 10451" "CEDEAO GRILL"
"2589" "508 9 AVENUE 10018" "SCALLYWAG'S IRISH PUB & REST"
"2590" "508 CANAL ST 10013" "THE CANAL PARK INN"
"2591" "508 COLUMBUS AVE 10024" "SUBWAY"
"2592" "508 COURT STREET 11231" "WING HUA 508"
"2593" "508 GRAND ST 11211" "NEW APOLO RESTAURANT"
"2594" "508 GREENWICH ST 10013" "HOUSEMAN RESTAURANT"
"2595" "508 HENRY ST 11231" "LING LING YOUNG"
"2596" "508 NOSTRAND AVENUE 11216" "M.A'S FISH & CHIPS PLUS"
"2597" "508 WEST   42 STREET 10036" "LinderMan"
"2598" "508 WEST  259 STREET 10471" "DUNKIN' DONUTS, BASKIN ROBBINS"
"2599" "5085 BROADWAY 10034" "LA ESSENCIA RESTAURANT"
"2600" "509 3RD AVE 10016" ""
"2601" "509 74 STREET 11209" "ALKOURA RESTAURANT"
"2602" "509 85TH ST 11209" ""
"2603" "509 ALBANY AVE 11203" "SAUCE N CHEESE 1"
"2604" "509 AMSTERDAM AVENUE 10024" "JACOB'S PICKLES"
"2605" "509 CONEY ISLAND AVE 11218" "WERKSTATT"
"2606" "509 E 163RD ST 10451" "PIZZA WORLD"
"2607" "509 EAST  117 STREET 10035" "APPLEBEE'S"
"2608" "509 MADISON AVE 10022" "MINAMOTO KITCHOAN"
"2609" "509 MYRTLE AVENUE 11205" "SOCO RESTAURANT"
"2610" "509 WILLIS AVE 10455" "TEXAS CHICKEN &BURGER"
"2611" "5099 BROADWAY 10034" "TWIN DONUT"
"2612" "51 1 AVENUE 10003" "KARMA"
"2613" "51 5TH AVE 11217" "THE CHOCOLATE ROOM THREE"
"2614" "51 ASTOR PL 10003" "BLUESTONE LANE"
"2615" "51 AVENUE U 11223" "PARADISE CATERERS"
"2616" "51 BAYARD ST 10013" "CAFE HONG KONG"
"2617" "51 COLUMBIA ST 10002" "PIZZA"
"2618" "51 DIVISION ST 10002" "GOLDEN BOWL RESTAURANT"
"2619" "51 DIVISION STREET 10002" "YI MEI YUM GOURMET"
"2620" "51 E KINGSBRIDGE RD 10468" "TONYS PIZZERIA"
"2621" "51 EAST   34 STREET 10016" "DUNKIN' DONUTS, BASKIN ROBBINS"
"2622" "51 EAST  170 STREET 10452" "CARIDAD RESTAURANT"
"2623" "51 EAST HOUSTON STREET 10012" "MILANO'S BAR"
"2624" "51 ESSEX STREET 10002" "VIC'S PIZZA ON ESSEX"
"2625" "51 GROVE ST 10014" "VIA CAROTA"
"2626" "51 KENT AVENUE 11249" "THE KENT ALE HOUSE"
"2627" "51 LINCOLN RD 11225" "TAQUERIA EL PATRON MEXICAN GRILL"
"2628" "51 MADISON AVE 10010" "MADISON SQUARE"
"2629" "51 MADISON AVE FL 13 10010" "N.Y. LIFE EXECUTIVE DINING ROOM ."
"2630" "51 MADISON AVENUE 10010" "CAFE MADISON"
"2631" "51 MOTT ST 10013" "51 MOTT STREET RESTAURANT"
"2632" "51 MURRAY STREET 10007" "SUBWAY"
"2633" "51 NASSAU ST 10038" "HOLIDAY INN NEW YORK CITY - WALL STREET (THE BULLPEN)"
"2634" "51 SPRING STREET 10012" "POMODORO RISTORANTE"
"2635" "51 UNIVERSITY PLACE 10003" "BAGEL BOB'S"
"2636" "51 WEST   29 STREET 10001" "ISLAND GRAND NEW YORK BAKERY"
"2637" "51 WEST   35 STREET 10001" "HYO DONG GAK"
"2638" "51 WEST   51 STREET 10019" "TERESA'S GOURMET"
"2639" "51 WEST   52 STREET 10019" "CHINA GRILL"
"2640" "51 WILLOUGHBY STREET 11201" "99 CENTS FRESH HOT PIZZA"
"2641" "51-24B NORHTERN BLVD 11377" "TINY DELICATESSEN"
"2642" "51-55 WILLOUGHBY STREET 11201" "FRESH SUPER TACO PLUS INC"
"2643" "510 55TH ST 11220" "DE RICKY MEXICAN RESTAURANT"
"2644" "510 6 AVENUE 10011" "FAMOUS BAGEL BUFFET"
"2645" "510 80 STREET 11209" "MUSSELS & MORE"
"2646" "510 AMSTERDAM AVENUE 10024" "KITARO"
"2647" "510 AVENUE OF THE AMERICAS 10011" "MEATBALL OBSESSION"
"2648" "510 BAY ST 10304" "THE CORNER GRIND CAFE & CORNER POCKET HALL"
"2649" "510 BROOME ST 10013" "SUBWAY"
"2650" "510 BROOME STREET 10013" "AURORA SOHO"
"2651" "510 COLUMBUS AVE 10024" "MOTORINO"
"2652" "510 E 94TH ST 11212" "ROLAND AND KENNEDY JERK SPOT"
"2653" "510 EAST   11 STREET 10009" "510 11ST BAR"
"2654" "510 EAST   62 STREET 10065" "BLUE & GOLD DELI"
"2655" "510 HUDSON STREET 10014" "EMPLOYEE'S ONLY"
"2656" "510 LAGUARDIA PLACE 10012" "``"
"2657" "510 MADISON AVENUE 10022" "SAC CAFE"
"2658" "510 MORGAN AVENUE 11222" "HUNGRY BURRITO"
"2659" "510 WEST   52 STREET 10019" "ARDESIA"
"2660" "510 WEST  123 STREET 10027" "SAY IT WITH CAKE"
"2661" "510 WEST  207 STREET 10034" "DISFRUTA"
"2662" "510 WILLIS AVE 10455" "LA ISLA CUCHIFRITOS"
"2663" "5100 KINGS PLAZA 11234" "POPEYES LOUISIANA KITCHEN"
"2664" "5100 KINGS PLAZA SHOPPING CT 11234" "MASTER WOK"
"2665" "5100 KINGS PLZ 11234" "AUNTIE ANNE'S KIOSK"
"2666" "5101 8TH AVE 11220" "LUCKY VEGETARIAN"
"2667" "5102 AVENUE U 11234" "CHIPOTLE MEXICAN GRILL"
"2668" "5102 FT HAMILTON PARKWAY 11219" "JENTANA'S PIZZA"
"2669" "5102 NORTHERN BLVD 11377" "PIZZA HUT"
"2670" "5105 58 STREET 11377" "ANDRES CARNE DE TRES"
"2671" "5106 KINGS PLZ 11234" "PIZZA HUT, KFC, TACO BELL"
"2672" "5106 NORTHERN BOULEVARD 11377" "STARBUCKS"
"2673" "5106 VERNON BLVD 11101" "BRICKTOWN BAGELS & CAFE"
"2674" "5107 27TH ST 11101" "SUGARDADDY'S"
"2675" "5107 CHURCH AVENUE 11203" "SUBWAY"
"2676" "5109 BROADWAY 11377" "DUNKIN' DONUTS"
"2677" "511 3RD AVE 10016" "NANA SUSHI"
"2678" "511 47TH AVE 11101" "Cannelle LIC"
"2679" "511 9 STREET 11215" "DIZZY'S RESTAURANT"
"2680" "511 AMSTERDAM AVE 10024" "E'S BAR"
"2681" "511 E 12TH ST 10009" "LA VRAIE RACLETTE"
"2682" "511 E 5TH ST 10009" "GG's"
"2683" "511 EAST  163 STREET 10451" "DUNKIN' DONUTS"
"2684" "511 GRAND ST 10002" "OST CAFE"
"2685" "511 GRAND STREET 11211" "REDD'S"
"2686" "511 LEXINGTON AVENUE 10017" "THE LEXINGTON HOTEL NEW YORK"
"2687" "511 MYRTLE AVENUE 11205" "CASTRO'S RESTAURANT"
"2688" "511 UNIVERSITY PLACE 10003" "CHIC-FIL-A, QUIZNOS SUBS, JW'S, TOSSED"
"2689" "511 W 125TH ST 10027" "EL NUEVO TINA RESTAURANT"
"2690" "511 W 181ST ST 10033" "ANTOJITOS MEXICANO"
"2691" "511 W. 20TH STREET 10011" "UNDERLINE COFFEE"
"2692" "511 WEST   54 STREET 10019" "ARS NOVA THEATER"
"2693" "511 WEST  125 STREET 10027" "EL PUERTO"
"2694" "5110 8 AVENUE 11220" "GAO MING BAKERY"
"2695" "5114 KINGS PLAZA 11234" "SUBWAY"
"2696" "5115 13 AVENUE 11219" "STRAUSS BAKERY"
"2697" "5117 AVENUE U 11234" "PLAZA KING DELI"
"2698" "5118 SKILLMAN AVE 11377" "THREE SISTERS KITCHEN"
"2699" "5119 AVENUE U 11234" "ARMANDO'S PIZZA"
"2700" "512 7 AVENUE 10018" "SUBWAY"
"2701" "512 AVENUE U 11223" "FUJI HANA RESTAURANT"
"2702" "512 COURT STREET 11231" "KUMO SUSHI"
"2703" "512 E 180TH ST 10457" "CHINA WOK KING CORP"
"2704" "512 GRAND STREET 11211" "SINGAS FAMOUS PIZZA"
"2705" "512 WEST   42 STREET 10036" "XL NIGHT CLUB"
"2706" "512 WEST 207 STREET 10034" "JOHN'S FRIED CHICKEN"
"2707" "5120 SKILLMAN AVE 11377" "ESAN THAI FOOD"
"2708" "5121 2 AVENUE 11232" "THE LUTHERAN HALAL CAFE"
"2709" "5121 43 AVENUE 11377" "RAINBOW CHINESE RESTAURANT"
"2710" "5121 5 AVENUE 11220" "MCDONALD'S"
"2711" "5121 8TH AVENUE 11220" "YUN NAN FLAVOUR GARDEN"
"2712" "5122 NORTHERN BOULEVARD 11377" "SUBWAY"
"2713" "5123 108 STREET 11368" "CORONA PIZZA"
"2714" "5123 18 AVENUE 11204" "GLATT ALA CARTE"
"2715" "5124 8 AVENUE 11220" "HONG FUNG BAKERY"
"2716" "5124 NORTHERN BOULEVARD 11377" "BOSTON MARKET"
"2717" "5129 43RD AVE 11377" "CAFE 52 RESTAURANT"
"2718" "513 2ND AVE 10016" "SAHARA'S TURKISH CUISINE"
"2719" "513 3 AVENUE 10016" "JOSHUA TREE"
"2720" "513 AVENUE OF THE AMERICAS 10011" "UMAMI SHOPPU"
"2721" "513 COLUMBUS AVENUE 10024" "COTTA"
"2722" "513 CONEY ISLAND AVENUE 11218" "Cancun Bar"
"2723" "513 EAST    6 STREET 10009" "BUENOS AIRES"
"2724" "513 EAST  138 STREET 10454" "MCDONALD'S"
"2725" "513 FASHION AVE 10018" "HESTIA MARKETPLACE"
"2726" "513 GRAND ST 11211" "RYUJIN RAMEN"
"2727" "513 HENRY STREET 11231" "BROOKLYN FARMACY AND SODA FOUNTAIN"
"2728" "513 MAIN STREET 10044" "SUBWAY"
"2729" "513 MYRTLE AVE 11205" "DUNKIN' DONUTS"
"2730" "513 WEST   27 STREET 10001" "OVEST PIZZOTECA"
"2731" "513 WEST  145 STREET 10031" "WAT'S ON YOUR PLATE"
"2732" "5134 ROOSEVELT AVENUE 11377" "PAYAG"
"2733" "5135 NORTHERN BLVD 11377" "MCDONALD'S"
"2734" "514 3 AVENUE 10016" "BAREBURGER"
"2735" "514 51 AVENUE 11101" "ALEWIFE"
"2736" "514 86 STREET 11209" "STARBUCKS"
"2737" "514 AMSTERDAM AVENUE 10024" "NEW KAM LAI CHINESE RESTAURANT"
"2738" "514 COLUMBUS AVENUE 10024" "JOE:THE ART OF COFFEE"
"2739" "514 E 20TH ST 10009" "LENZ'S"
"2740" "514 EAST  138 STREET 10454" "MARIA ELENA RESTAURANT"
"2741" "514 LEXINGTON AVE 10017" "ASHLEY'S FINE FOODS"
"2742" "514 UNION ST 11215" "The Royal Palms Shuffleboard Club"
"2743" "515 3 AVENUE 10016" "BAR 515"
"2744" "515 AMSTERDAM AVENUE 10024" "ALIBABA"
"2745" "515 ATLANTIC AVE 11217" "GANSO YAKI"
"2746" "515 EAST FORDHAM ROAD 10458" "LUCCHESE FOOD SERVICE"
"2747" "515 EAST TREMONT AVENUE 10457" "JIMBO'S HAMBURGER"
"2748" "515 MADISON AVE 10022" "STARBUCKS"
"2749" "515 MADISON AVENUE 10022" "EUROPA CAFE"
"2750" "515 W 47TH ST 10036" "THE JOLLY GOAT COFFEE BAR"
"2751" "515 WEST   42 STREET 10036" "BROADWAY DELI & BAGEL'S"
"2752" "515 WEST   52 STREET 10019" "LA BERGAMOTE"
"2753" "515 WEST  114 STREET 10027" "JOHN JAY DINING HALL"
"2754" "5158 KINGS PLAZA 11234" "PANERA BREAD"
"2755" "516 HUDSON ST 10014" "DUMPLINGS GO"
"2756" "516 NOSTRAND AVENUE 11216" "PATTIE HUT"
"2757" "5167 EAST  161 STREET 10451" "MCDONALD'S"
"2758" "517 2 AVENUE 10016" "DOLCINO TRATTORIA TOSCANA"
"2759" "517 3 AVENUE 10016" "RAMEN TAKUMI"
"2760" "517 51 STREET 11220" "HERBALIFE"
"2761" "517 COURT STREET 11231" "TEAFFEE"
"2762" "517 E 180TH ST 10457" "DARY'S RESTAURANT & BAR"
"2763" "517 EAST  117 STREET 10035" "BOB'S DISCOUNT FURNITURE CAFE"
"2764" "517 LEXINGTON AVENUE 10017" "LEXINGTON BRASS"
"2765" "517 STANLEY AVENUE 11207" "DOWNS RIVER RESTAURANT"
"2766" "5172 KINGS PLAZA 11234" "HAAGEN-DAZS"
"2767" "5174 KINGS PLAZA MALL 11234" "CINNABON"
"2768" "518 86TH ST 11209" "NEW YORK KOSHARY"
"2769" "518 9 AVENUE 10018" "POMODORO"
"2770" "518 COLUMBUS AVENUE 10024" "BIRDBATH"
"2771" "518 E 240TH ST 10470" "WONDERFUL RESTAURANT"
"2772" "518 HUDSON STREET 10014" "STARBUCKS"
"2773" "518 METROPOLITAN AVE 11211" "KELLOGG'S DINER"
"2774" "518 NOSTRAND AVENUE 11216" "LE PARIS DAKAR"
"2775" "518 W 27TH ST 10001" "THE AMERICANO HOTEL"
"2776" "5189A BROADWAY 10463" "ARTURO'S PIZZA"
"2777" "518A W 207TH ST 10034" "FRUTOPIA"
"2778" "519 2 AVENUE 10016" "PADDY REILLY'S BAR"
"2779" "519 3 AVENUE 10016" "AJI SUSHI"
"2780" "519 COLUMBUS AVENUE 10024" "MACHIAVELLI"
"2781" "519 HUDSON STREET 10014" "COWGIRL HALL OF FAME"
"2782" "519 METROPOLITAN AVE 11211" "SUGARBURG"
"2783" "51B CANAL ST 10002" "KOPITIAM"
"2784" "52 5TH AVE 11217" "5IVE SPICE"
"2785" "52 7TH AVE 11217" "YEBISU RAMEN"
"2786" "52 8 AVENUE 10014" "ART BAR"
"2787" "52 9 AVENUE 10011" "LE PAIN QUOTIDIEN"
"2788" "52 BROADWAY 10004" "UNITED FEDERATION OF TEACHERS"
"2789" "52 COURT STREET 11201" "COURT ORDER"
"2790" "52 DUANE ST 10007" "FIKA"
"2791" "52 E 125TH ST 10035" "UPTOWN JUICE & VEG"
"2792" "52 E 41ST ST 10017" "DYLAN HOTEL"
"2793" "52 E 8TH ST 10003" "JP STREET"
"2794" "52 EAST   41 STREET 10017" "BENJAMIN STEAK HOUSE"
"2795" "52 EAST   53 STREET 10022" "BLAKE AND TODD"
"2796" "52 FULTON STREET 10038" "MCDONALD'S"
"2797" "52 GREENWICH AVENUE 10011" "GOTTINO"
"2798" "52 HARRISON PL 11237" "LANTERN HALL"
"2799" "52 HAVEMEYER STREET 11211" "PATES el TRADITIONS"
"2800" "52 IRVING PLACE 10003" "CASA MONO/BAR JAMON (NEXT DOOR)"
"2801" "52 JFK INT AIRPORT 11430" "DELTA SKY CLUB"
"2802" "52 MERCER STREET 10013" "JUNIOR'S FRESH KITCHEN"
"2803" "52 PRINCE STREET 10012" "MCNALLY JACKSON CAFE"
"2804" "52 VANDERBILT AVE 10017" "AMMOS ESTIATORIO"
"2805" "52 VANDERBILT AVENUE 10017" "BLAKE & TODD"
"2806" "52 WALKER STREET 10013" "M1-5"
"2807" "52 WEST   33 STREET 10001" "PETIT POULET"
"2808" "52 WILLIAM STREET 10005" "THE BAILEY"
"2809" "52 WILLOUGHBY ST 11201" "BK EXPRESS"
"2810" "52 WILLOUGHBY STREET 11201" "YUMMY TACO"
"2811" "52-27 69 STREET 11378" "FORNO PIZZERIA & TRATTORIA"
"2812" "52-54 W 36TH ST 10018" "HYATT PLACE NEW YORK MIDTOWN SOUTH"
"2813" "520 3RD AVE 11215" "LA FLOR EL PARAISO"
"2814" "520 8 AVENUE 10018" "PAX"
"2815" "520 8TH AVE 10018" "ROAST KITCHEN"
"2816" "520 9TH AVE 10018" "SUBWAY"
"2817" "520 BAY ST 10304" "El Patron Restaurant & Lounge"
"2818" "520 CITY ISLAND AVE 10464" "AUGIES DELI & PIZZERIA"
"2819" "520 CLARKSON AVENUE 11203" "POPEYES LOUISIANA KITCHEN"
"2820" "520 COLUMBUS AVENUE 10024" "GOOD ENOUGH TO EAT (A.G. BISTRO)"
"2821" "520 COURT ST 11231" "TRAVEL BAR"
"2822" "520 DEKALB AVENUE 11205" "BROOKLYN KOLACHE CO"
"2823" "520 EAST    6 STREET 10009" "JOSIE'S BAR"
"2824" "520 EAST  149 STREET 10455" "TINA BAKERY"
"2825" "520 HENRY STREET 11231" "BAR BRUNO"
"2826" "520 MADISON AVE 10022" "JEFFERIES CAFE (5th Floor)"
"2827" "520 MADISON AVENUE 10022" "VALBELLA MIDTOWN"
"2828" "5201 4TH AVE 11220" "EL BUEN GUSTO RESTAURANT"
"2829" "5201 5 AVENUE 11220" "PINO'S"
"2830" "5201 BROADWAY 10463" "MCDONALD'S"
"2831" "5202 6TH AVE 11220" "GOODY RESTAURANT"
"2832" "5203 METROPOLITAN AVENUE 11385" "PRONTO DELI"
"2833" "5204 8TH AVE 11220" "LUCKY EIGHT RESTAURANT"
"2834" "521 5 AVENUE 10175" "LITTLE ITALY PIZZA"
"2835" "521 COURT STREET 11231" "THE TREATS TRUCK STOP"
"2836" "521 E 149TH ST 10455" "BURGER KING"
"2837" "521 EAST   12 STREET 10009" "CIAO FOR NOW"
"2838" "521 EAST   68 STREET 10065" "GRIFFIS FACULTY CLUB"
"2839" "521 EAST TREMONT AVENUE 10457" "NAPOLI'S BEST PIZZA"
"2840" "521 GRAND ST 10002" "EL CASTILLO DE JAGUA II"
"2841" "521 HICKS STREET 11231" "VEKSLERS"
"2842" "521 OCEAN AVENUE 11226" "KENNEDY FRIED CHICKEN"
"2843" "521 STANLEY AVE 11207" "FIVE STAR FISH & CHIPS"
"2844" "521 THIRD AVENUE 10016" "JACKSON HOLE"
"2845" "521 W 207TH STREET 10034" "KENNEDY'S CHICKEN & BISCUIT"
"2846" "521 WEST   57 STREET 10019" "INTERNATIONAL FLAVORS  & FRAGRANCES"
"2847" "521 WEST ST 10014" "MUNCHERY"
"2848" "5210 7 AVENUE 11220" "AA CHINESE RESTURANT"
"2849" "5210 7TH AVE 11220" "FISH & BEEF"
"2850" "5210 CENTER BLVD 11109" "LIC LANDING BY COFFEED"
"2851" "5211 111 STREET 11368" "TERRACE ON THE PARK"
"2852" "5211 5 AVENUE 11220" "ROYAL KING'S PIZZA"
"2853" "5212 5 AVENUE 11220" "BURGER KING"
"2854" "5213 4 AVENUE 11220" "TEQUILITAS MEXICAN RESTAURANT"
"2855" "5214 8 AVENUE 11220" "LUCKY DRAGON BAKERY"
"2856" "5215 ROOSEVELT AVENUE 11377" "DESSEO NIGHT CLUB"
"2857" "5216 8TH AVE 11220" "LITTLE LAMB"
"2858" "5217 13 AVENUE 11219" "BP SUB EXPRESS"
"2859" "5219 BROADWAY 10463" "ROSARINA BAKERY"
"2860" "5219 FLUSHING AVE 11378" "KNOCKDOWN CENTER"
"2861" "522 5 AVENUE 10036" "MORGAN STANLEY CONFERENCE CENTER"
"2862" "522 6 AVENUE 11215" "PICCOLI TRATTORIA"
"2863" "522 9TH AVE 10018" "SNACK EOS"
"2864" "522 CITY ISLAND AVE 10464" "FELLA'S BAR"
"2865" "522 COLUMBUS AVENUE 10024" "FIREHOUSE"
"2866" "522 COURT STREET 11231" "MEZCAL'S RESTAURANT"
"2867" "522 EAST  138 STREET 10454" "FOO HING KITCHEN"
"2868" "522 HUDSON STREET 10014" "THE QUARTER"
"2869" "522 METROPOLITAN AVE 11211" "THE END"
"2870" "522 NEPTUNE AVENUE 11224" "ROCCO'S PIZZERIA"
"2871" "522 NOSTRAND AVENUE 11216" "AMERICAN & LATIN CUISINE"
"2872" "522 W 207TH ST 10034" "LA EXCELENCIA EMPANADAS MONUMENTAL"
"2873" "522 WEST   38 STREET 10018" "BEST WESTERN CONVENTION CENTER"
"2874" "5220 FLUSHING AVE 11378" "SAL'S PIZZERIA"
"2875" "5221 AVENUE N 11234" "KAM FUNG RESTAURANT"
"2876" "5221 FORT HAMILTON PKWY 11219" "HELI"
"2877" "5221 ROOSEVELT AVENUE 11377" "52ND SUSHI"
"2878" "5222 ROOSEVELT AVENUE 11377" "LA ADELITA MEXICAN RESTAURANT"
"2879" "5223 5TH AVE 11220" "KFC"
"2880" "5223 8TH AVENUE 11220" "KINGS KITCHEN A"
"2881" "5223 AVENUE D 11203" "SILVER' CRUST WEST INDIAN RESTAURANT & GRILL"
"2882" "5224 4TH AVE 11220" "NEW TUNG HING"
"2883" "5224 8TH AVE 11220" "GOLDEN STEAMER ON 8"
"2884" "5225 BROADWAY 10463" "JOHN'S FRIED CHICKEN"
"2885" "5226 CHURCH AVENUE 11203" "NEW HONG KONG KITCHEN"
"2886" "523 3RD AVENUE 10016" "TEDS CORNER TAVERN"
"2887" "523 5 AVENUE 11215" "BAGELS & WRAPS"
"2888" "523 6 AVENUE 10011" "PINKBERRY"
"2889" "523 6TH AVE 10011" "PINKBERRY"
"2890" "523 9 AVENUE 10018" "HELLS KITCHEN CAFE/HK LOUNGE"
"2891" "523 AMSTERDAM AVENUE 10024" "TASTI D-LITE"
"2892" "523 BRIGHTON BEACH AVE 11235" "PALACE FRIED CHICKEN"
"2893" "523 GREENWICH ST 10013" "BAR HUGO"
"2894" "5230 VAN DAM STREET 11101" "FAIRFIELD INN MARRIOTT"
"2895" "5235 METROPOLITAN AVE 11385" "DRUNKEN FISH"
"2896" "523525 8 AVENUE 10018" "DUNKIN' DONUTS"
"2897" "524 86TH ST 11209" "HANA SUSHI"
"2898" "524 9TH AVE 10018" "TAQUERIA DIANA"
"2899" "524 BEACH   20 STREET 11691" "DOMINO'S"
"2900" "524 BROOK AVENUE 10455" "MI PALENQUE"
"2901" "524 COURT STREET 11231" "BUTTERMILK CHANNEL"
"2902" "524 EAST  240 STREET 10470" "BELLA NAPOLI"
"2903" "524 FULTON ST 11201" "BURGER KING"
"2904" "524 GRAND ST 11211" "The Grand National"
"2905" "524 LORIMER ST 11211" "BLIND BARBER"
"2906" "524 METROPOLITAN AVENUE 11211" "YOLA'S CAFE"
"2907" "524 MORRIS AVENUE 10451" "JANEYDI BAKERY"
"2908" "524 NEW LOTS AVENUE 11207" "SHUN FENG RESTAURANT"
"2909" "524 NOSTRAND AVE 11216" "VEGGIES CAFE"
"2910" "524 PORT RICHMOND AVENUE 10302" "DENINO'S PIZZERIA TAVERN"
"2911" "524 W 207TH ST 10034" "BAKARE RESTAURANT"
"2912" "524 W 59TH ST 10019" "LI'L JAYS CAFE"
"2913" "524 W. 57TH ST 10019" "CBS EMPLOYEE CAFETERIA"
"2914" "524 WEST   59 STREET 10019" "JJ'S CAFE"
"2915" "525 5TH AVE 11215" "SUBWAY"
"2916" "525 6 AVENUE 10011" "MIKADO BISTRO"
"2917" "525 7 AVENUE 10018" "STARBUCKS"
"2918" "525 8 AVENUE 10018" "SUBWAY"
"2919" "525 ATLANTIC AVENUE 11217" "MOB RESTAURANT"
"2920" "525 BROOME ST 10013" "CHALK POINT KITCHEN"
"2921" "525 CLINTON AVE 11238" "EL NOEL ECO-CENTER FOR INTEGRATIVE WELLNESS"
"2922" "525 DEKALB AVE 11205" "ENDLESS SUMMER"
"2923" "525 EAST   68 STREET 10065" "AU BON PAIN"
"2924" "525 EAST   71 STREET 10021" "BELAIRE CAFE"
"2925" "525 GRAND STREET 10002" "PIZZA SHACK"
"2926" "525 GRAND STREET 11211" "DAR 525"
"2927" "525 HUDSON ST 10014" "2ND CITY"
"2928" "525 HUDSON STREET 10014" "READY TO EAT"
"2929" "525 LENOX AVENUE 10037" "DUNKIN' DONUTS"
"2930" "525 LEXINGTON AVE 10017" "525 LEX RESTAURANT & LOUNGE"
"2931" "525 NOSTRAND AVENUE 11216" "BOMBAY CURRY"
"2932" "525 THROOP AVE 11221" "ANCHOR COFFEE"
"2933" "525 W 26TH ST 10001" "STARBUCKS"
"2934" "525 WEST  120 STREET 10027" "STARBUCKS"
"2935" "5250 VAN DAM STREET 11101" "VAN DAM DELI"
"2936" "526 3 AVENUE 11215" "VILLA MIA PIZZA"
"2937" "526 7 AVENUE 10018" "HEALTH KING"
"2938" "526 COLUMBUS AVE 10024" "H&H MIDTOWN BAGELS EAST"
"2939" "526 MORRIS AVENUE 10451" "DRAGON YUAN"
"2940" "526 NOSTRAND AVENUE 11216" "ABIR HALAL RESTAURANT"
"2941" "526 W 207TH ST 10034" "D'LILI BAKERY"
"2942" "526 W 47TH ST 10036" "PARADA 47 MEXICAN RESTAURANT"
"2943" "527 6 AVENUE 10011" "SLICE & CO. BRICK OVEN PIZZA"
"2944" "527 ALBANY AVENUE 11203" "SOLE OF THE SEA"
"2945" "527 EAST  138 STREET 10454" "FRANCO BAKERY"
"2946" "527 METROPOLITAN AVE 11211" "DUNKIN' DONUTS"
"2947" "527 MYRTLE AVENUE 11205" "BAMBOO LOUNGE & GRILL"
"2948" "527 STANLEY AVE 11207" "CARIBBEAN COFFEE SHOP"
"2949" "527-9 LENOX AVE 10037" "GREAT WALL SHI'S RESTAURANT"
"2950" "5273 65 PLACE 11378" "YUMMY YUMMY EXPRESS"
"2951" "5275 65TH PL 11378" "SLIDE BAR-B-Q"
"2952" "528 9TH AVE 10018" "ATOMIC WINGS"
"2953" "528 CLARKSON AVENUE 11203" "SUBWAY, PIZZA & BURGER UR WAY"
"2954" "528 COLUMBUS AVENUE 10024" "PIZZA PETE'S"
"2955" "528 GATEWAY DR 11239" "SMASHBURGER"
"2956" "528 WEST  145 STREET 10031" "JIMBO'S HAMBURGER PALACE"
"2957" "529 BROOME ST 10013" "BLACK TAP"
"2958" "529 HENRY STREET 11231" "FRANCESCO'S PIZZERIA & TRATTORIA"
"2959" "529 HUDSON STREET 10014" "RED FARM/DECOY"
"2960" "529 STANLEY AVENUE 11207" "PAPA JOHN'S"
"2961" "529 TOMPKINS AVENUE 10305" "PIZZA MIA"
"2962" "53 5 AVENUE 11217" "BLUE SKY BAKERY"
"2963" "53 Bayard St 10013" "CUTTING BOARD"
"2964" "53 BOND STREET 10012" "MILE END SANDWICH"
"2965" "53 BROADWAY 11249" "STREETS RESTAURANT"
"2966" "53 CHRISTOPHER STREET 10014" "THE STONEWALL INN"
"2967" "53 E 124TH ST 10035" "124 COFFEE SHOP"
"2968" "53 EAST    8 STREET 10003" "COSI"
"2969" "53 EAST   83 STREET 10028" "JESUIT MISSION HOUSE KITCHEN"
"2970" "53 EAST  167 STREET 10452" "LILY'S CAFE RESTAURANT"
"2971" "53 EAST 8TH STREET 10003" "JUST SALAD"
"2972" "53 GREAT JONES STREET 10012" "IL BUCO ALIMENTARIVINERIA"
"2973" "53 IRVING PLACE 10003" "PIERRE LOTI CAFE WINE BAR"
"2974" "53 LITTLE WEST 12TH STREET 10014" "THE WILD SON"
"2975" "53 LUDLOW STREET 10002" "SILK CAKES"
"2976" "53 MORGAN AVENUE 11237" "SHINOBI RAMEN"
"2977" "53 NASSAU STREET 10038" "DIWAN-E- KHAAS"
"2978" "53 ROCKAWAY AVE 11233" "NEW UNITED II"
"2979" "53 SPRING STREET 10012" "GATSBY'S"
"2980" "53 STONE STREET 10004" "SMORGAS CHEF/ CREPES DU NORD"
"2981" "53 W 35TH ST 10001" "MEW"
"2982" "53 WEST   19 STREET 10011" "Boqueria"
"2983" "53 WEST   35 STREET 10001" "HAN BAT RESTAURANT"
"2984" "53 WEST   36 STREET 10018" "THE KEG ROOM"
"2985" "53 WEST   72 STREET 10023" "THE DAKOTA BAR"
"2986" "53 WEST  106 STREET 10025" "ICHIE"
"2987" "53 WEST  116 STREET 10026" "DUNKIN' DONUTS, BASKIN ROBBINS"
